endTime;artistName;trackName;msPlayed;;;;;;;;;;;;;;;
2020-04-05 01:45;Dalex;Perfume;194958;;;;;;;;;;;;;;;
2020-04-05 01:47;Lenny Tavárez;La Pared 360;154208;;;;;;;;;;;;;;;
2020-04-05 01:50;Carlos Rivera;Perdiendo la Cabeza;165198;;;;;;;;;;;;;;;
2020-04-05 01:54;El Alfa;Coronao Now (Remix);249938;;;;;;;;;;;;;;;
2020-04-05 01:58;Bad Bunny;Ignorantes;209863;;;;;;;;;;;;;;;
2020-04-05 02:34;Bad Bunny;Yo Perreo Sola;8682;;;;;;;;;;;;;;;
2020-04-05 02:34;Bad Bunny;Safaera;208191;;;;;;;;;;;;;;;
2020-04-05 02:37;Bad Bunny;Yo Perreo Sola;147859;;;;;;;;;;;;;;;
2020-04-05 02:37;Bad Bunny;Ignorantes;23763;;;;;;;;;;;;;;;
2020-04-05 02:38;Pedro Capó;Buena Suerte;51943;;;;;;;;;;;;;;;
2020-04-05 02:41;Ozuna;100 Preguntas;178080;;;;;;;;;;;;;;;
2020-04-05 02:44;Bad Bunny;Yo Perreo Sola;172127;;;;;;;;;;;;;;;
2020-04-05 02:48;Morat;No Termino;239827;;;;;;;;;;;;;;;
2020-04-05 02:51;Dalex;Perfume;195175;;;;;;;;;;;;;;;
2020-04-05 02:54;Lenny Tavárez;La Pared 360;154286;;;;;;;;;;;;;;;
2020-04-05 02:57;Carlos Rivera;Perdiendo la Cabeza;165359;;;;;;;;;;;;;;;
2020-04-05 03:01;El Alfa;Coronao Now (Remix);250170;;;;;;;;;;;;;;;
2020-04-05 03:04;Bad Bunny;Ignorantes;210607;;;;;;;;;;;;;;;
2020-04-05 03:10;Eladio Carrion;Mi Error - Remix;315862;;;;;;;;;;;;;;;
2020-04-05 03:13;Tainy;MERA (with Dalex & Álvaro Díaz);188863;;;;;;;;;;;;;;;
2020-04-05 03:15;Steve Aoki;Maldad (with Maluma);168159;;;;;;;;;;;;;;;
2020-04-05 03:18;Christian Nodal;Se Me Olvidó;159133;;;;;;;;;;;;;;;
2020-04-05 17:27;Ozuna;100 Preguntas;178080;;;;;;;;;;;;;;;
2020-04-05 17:31;Morat;No Termino;239826;;;;;;;;;;;;;;;
2020-04-05 17:35;Dalex;Perfume;195174;;;;;;;;;;;;;;;
2020-04-05 17:37;Lenny Tavárez;La Pared 360;65902;;;;;;;;;;;;;;;
2020-04-05 17:37;Louis Armstrong;La vie en rose - Single Version;5828;;;;;;;;;;;;;;;
2020-04-05 17:40;Frank Sinatra;That's Life;187040;;;;;;;;;;;;;;;
2020-04-05 17:43;Frank Sinatra;I've Got You Under My Skin - Remastered 1998;2623;;;;;;;;;;;;;;;
2020-04-05 17:43;Frank Sinatra;It Was A Very Good Year;1230;;;;;;;;;;;;;;;
2020-04-05 17:43;Frank Sinatra;Theme From New York, New York;161989;;;;;;;;;;;;;;;
2020-04-05 18:27;Eladio Carrion;Mi Error - Remix;29824;;;;;;;;;;;;;;;
2020-04-05 18:35;Bad Bunny;Yo Perreo Sola;199651;;;;;;;;;;;;;;;
2020-04-05 18:37;J Balvin;Amarillo;157699;;;;;;;;;;;;;;;
2020-04-05 18:41;Myke Towers;Diosa;213944;;;;;;;;;;;;;;;
2020-04-05 18:45;Anuel AA;Keii;209946;;;;;;;;;;;;;;;
2020-04-05 18:48;KAROL G;Tusa;199933;;;;;;;;;;;;;;;
2020-04-05 18:49;Camilo;Favorito;71188;;;;;;;;;;;;;;;
2020-04-05 18:52;Jhay Cortez;Medusa;165188;;;;;;;;;;;;;;;
2020-04-05 18:55;Ovy On The Drums;Sigo Buscandote;185198;;;;;;;;;;;;;;;
2020-04-05 18:58;J Balvin;Azul;205934;;;;;;;;;;;;;;;
2020-04-05 19:02;Prince Royce;Carita de Inocente;190968;;;;;;;;;;;;;;;
2020-04-05 19:05;Pedro Capó;Buena Suerte;174918;;;;;;;;;;;;;;;
2020-04-05 19:07;ROSALÍA;Dolerme;143935;;;;;;;;;;;;;;;
2020-04-05 19:10;Myke Towers;Girl;186427;;;;;;;;;;;;;;;
2020-04-05 19:13;Ozuna;100 Preguntas;177917;;;;;;;;;;;;;;;
2020-04-06 00:56;Frank Sinatra;Fly Me To The Moon (In Other Words);127407;;;;;;;;;;;;;;;
2020-04-06 00:59;Frank Sinatra;Somethin' Stupid;162493;;;;;;;;;;;;;;;
2020-04-06 01:02;Louis Armstrong;Can Anyone Explain?;165220;;;;;;;;;;;;;;;
2020-04-06 01:02;Louis Armstrong;Mood Indigo;16128;;;;;;;;;;;;;;;
2020-04-06 22:54;Bad Bunny;Yo Perreo Sola;20038;;;;;;;;;;;;;;;
2020-04-06 22:54;J Balvin;Rojo;2182;;;;;;;;;;;;;;;
2020-04-07 18:47;Sech;Relación;78729;;;;;;;;;;;;;;;
2020-04-07 18:47;Dalex;Lucete;3242;;;;;;;;;;;;;;;
2020-04-07 18:48;Sech;Te Busco;13503;;;;;;;;;;;;;;;
2020-04-07 18:48;Feid;Ron - Remix;28800;;;;;;;;;;;;;;;
2020-04-07 18:51;Ozuna;100 Preguntas;178080;;;;;;;;;;;;;;;
2020-04-07 18:54;Pedro Capó;Buena Suerte;174917;;;;;;;;;;;;;;;
2020-04-07 18:57;Prince Royce;Carita de Inocente;191209;;;;;;;;;;;;;;;
2020-04-07 19:00;ROSALÍA;Dolerme;143975;;;;;;;;;;;;;;;
2020-04-07 21:12;Morat;No Termino;189885;;;;;;;;;;;;;;;
2020-04-07 21:18;No Te Va Gustar;La Única Voz (En Vivo);2012;;;;;;;;;;;;;;;
2020-04-07 21:18;Tom Misch;It Runs Through Me;110445;;;;;;;;;;;;;;;
2020-04-07 21:23;No Te Va Gustar;Ángel Con Campera;279563;;;;;;;;;;;;;;;
2020-04-07 21:29;No Te Va Gustar;Tan Lejos (En Vivo);313689;;;;;;;;;;;;;;;
2020-04-07 21:33;No Te Va Gustar;De Nada Sirve;237688;;;;;;;;;;;;;;;
2020-04-07 21:37;No Te Va Gustar;Al Vacío;263191;;;;;;;;;;;;;;;
2020-04-07 21:42;No Te Va Gustar;Chau;319938;;;;;;;;;;;;;;;
2020-04-07 21:47;No Te Va Gustar;Arde;275938;;;;;;;;;;;;;;;
2020-04-07 21:51;No Te Va Gustar;No Necesito Nada;264448;;;;;;;;;;;;;;;
2020-04-07 21:56;No Te Va Gustar;Memorias del Olvido;297448;;;;;;;;;;;;;;;
2020-04-07 22:01;No Te Va Gustar;Verte Reír;265947;;;;;;;;;;;;;;;
2020-04-07 22:04;No Te Va Gustar;Ese Maldito Momento (En Vivo);185431;;;;;;;;;;;;;;;
2020-04-07 22:09;No Te Va Gustar;Chau;296697;;;;;;;;;;;;;;;
2020-04-07 22:12;No Te Va Gustar;A Las Nueve;201946;;;;;;;;;;;;;;;
2020-04-07 22:17;No Te Va Gustar;Prendido Fuego;256929;;;;;;;;;;;;;;;
2020-04-07 22:27;No Te Va Gustar;No Hay Dolor;200076;;;;;;;;;;;;;;;
2020-04-07 22:31;No Te Va Gustar;Clara;249938;;;;;;;;;;;;;;;
2020-04-07 22:34;No Te Va Gustar;Tu Defecto es el Mío;185698;;;;;;;;;;;;;;;
2020-04-07 22:37;No Te Va Gustar;Verte Reír;200945;;;;;;;;;;;;;;;
2020-04-07 22:41;No Te Va Gustar;Nada Fue en Vano (En Vivo);209941;;;;;;;;;;;;;;;
2020-04-07 22:46;No Te Va Gustar;Cosa Linda;296194;;;;;;;;;;;;;;;
2020-04-07 22:50;No Te Va Gustar;Cero a la Izquierda (En Vivo);234427;;;;;;;;;;;;;;;
2020-04-07 22:53;No Te Va Gustar;Esos Ojos;175696;;;;;;;;;;;;;;;
2020-04-07 22:57;No Te Va Gustar;La Única Voz;276783;;;;;;;;;;;;;;;
2020-04-07 22:59;No Te Va Gustar;Autodestructivo;1501;;;;;;;;;;;;;;;
2020-04-07 22:59;No Te Va Gustar;Clara;78699;;;;;;;;;;;;;;;
2020-04-07 22:59;No Te Va Gustar;Fuera De Control (En Vivo);5522;;;;;;;;;;;;;;;
2020-04-07 22:59;No Te Va Gustar;Alba;8190;;;;;;;;;;;;;;;
2020-04-07 23:01;El Cuarteto De Nos;Breve descripción de mi persona;94459;;;;;;;;;;;;;;;
2020-04-07 23:04;Frank Sinatra;That's Life;187040;;;;;;;;;;;;;;;
2020-04-07 23:50;Morat;No Termino;83428;;;;;;;;;;;;;;;
2020-04-07 23:53;Alicia Keys;If I Ain't Got You;228706;;;;;;;;;;;;;;;
2020-04-07 23:56;Robbie Williams;I Wan'na Be Like You;301;;;;;;;;;;;;;;;
2020-04-07 23:56;Frank Sinatra;That's Life;165277;;;;;;;;;;;;;;;
2020-04-08 00:00;Robbie Williams;I Wan'na Be Like You;211184;;;;;;;;;;;;;;;
2020-04-08 00:03;Glenn Miller;In the Mood;211586;;;;;;;;;;;;;;;
2020-04-08 00:04;Harrison Craig;L.O.V.E.;70164;;;;;;;;;;;;;;;
2020-04-08 15:44;Harrison Craig;L.O.V.E.;88333;;;;;;;;;;;;;;;
2020-04-08 15:47;The Righteous Brothers;Unchained Melody;4819;;;;;;;;;;;;;;;
2020-04-08 15:47;Édith Piaf;La vie en rose;185527;;;;;;;;;;;;;;;
2020-04-08 15:47;Eddie Vedder;Tonight You Belong To Me;9194;;;;;;;;;;;;;;;
2020-04-08 15:48;Adam Levine;Lost Stars;7018;;;;;;;;;;;;;;;
2020-04-08 15:50;Maroon 5;Memories;116394;;;;;;;;;;;;;;;
2020-04-08 15:53;Frank Sinatra;Theme From New York, New York;7000;;;;;;;;;;;;;;;
2020-04-08 15:58;Frank Sinatra;That's Life;230145;;;;;;;;;;;;;;;
2020-04-08 15:59;Frank Sinatra;Somethin' Stupid;75188;;;;;;;;;;;;;;;
2020-04-08 16:00;AC/DC;Highway to Hell;6455;;;;;;;;;;;;;;;
2020-04-08 16:00;Ed Sheeran;Perfect Duet (Ed Sheeran & Beyoncé);16496;;;;;;;;;;;;;;;
2020-04-08 16:00;Benjamín Amadeo;Las Flores (feat. Los Auténticos Decadentes);0;;;;;;;;;;;;;;;
2020-04-08 16:00;Benjamín Amadeo;Las Flores (feat. Los Auténticos Decadentes);4448;;;;;;;;;;;;;;;
2020-04-08 16:05;Queen;The Show Must Go On - Remastered 2011;277685;;;;;;;;;;;;;;;
2020-04-08 16:05;Queen;I Want To Break Free - Single Remix;9437;;;;;;;;;;;;;;;
2020-04-08 16:09;Queen;Love Of My Life - Live;277438;;;;;;;;;;;;;;;
2020-04-08 16:14;Queen;Somebody To Love - Remastered 2011;296438;;;;;;;;;;;;;;;
2020-04-08 16:19;Queen;The Show Must Go On - Remastered 2011;277708;;;;;;;;;;;;;;;
2020-04-08 16:23;Queen;I Want To Break Free - Single Remix;257946;;;;;;;;;;;;;;;
2020-04-08 23:19;Ella Fitzgerald;They Can't Take That Away From Me;177792;;;;;;;;;;;;;;;
2020-04-08 23:25;Robbie Williams;I Wan'na Be Like You;103680;;;;;;;;;;;;;;;
2020-04-08 23:30;Frank Sinatra;That's Life;187040;;;;;;;;;;;;;;;
2020-04-08 23:33;Frank Sinatra;Theme From New York, New York;195585;;;;;;;;;;;;;;;
2020-04-08 23:37;Alicia Keys;If I Ain't Got You;228706;;;;;;;;;;;;;;;
2020-04-08 23:40;Rihanna;Love On The Brain;192830;;;;;;;;;;;;;;;
2020-04-09 14:56;J Balvin;Rojo;151146;;;;;;;;;;;;;;;
2020-04-09 15:00;Dímelo Flow;Sigues Con El;103372;;;;;;;;;;;;;;;
2020-04-09 15:05;Rauw Alejandro;Fantasias - Remix;1664;;;;;;;;;;;;;;;
2020-04-09 15:08;Bad Bunny;Yo Perreo Sola;172127;;;;;;;;;;;;;;;
2020-04-09 15:10;J Balvin;Amarillo;157733;;;;;;;;;;;;;;;
2020-04-09 15:14;Rauw Alejandro;Tattoo;202886;;;;;;;;;;;;;;;
2020-04-09 15:17;KAROL G;Follow;203093;;;;;;;;;;;;;;;
2020-04-09 15:21;Myke Towers;Diosa;214013;;;;;;;;;;;;;;;
2020-04-09 15:23;Alaina Castillo;no importa;152851;;;;;;;;;;;;;;;
2020-04-09 15:28;KAROL G;Tusa;159531;;;;;;;;;;;;;;;
2020-04-09 15:32;Anuel AA;Keii;210000;;;;;;;;;;;;;;;
2020-04-09 15:36;Sebastian Yatra;TBT;239133;;;;;;;;;;;;;;;
2020-04-09 15:45;Camilo;Favorito;211613;;;;;;;;;;;;;;;
2020-04-09 15:50;Bad Bunny;Safaera;295176;;;;;;;;;;;;;;;
2020-04-09 15:54;Tainy;TU AMIGA (with Justin Quiles & Dylan Fuentes feat. Lennox & Llane);232789;;;;;;;;;;;;;;;
2020-04-09 15:58;Daddy Yankee;Definitivamente;217773;;;;;;;;;;;;;;;
2020-04-09 16:01;Nicky Jam;Muévelo;194892;;;;;;;;;;;;;;;
2020-04-09 16:04;Rauw Alejandro;Elegí (feat. Dímelo Flow);197721;;;;;;;;;;;;;;;
2020-04-09 16:08;Shakira;Me Gusta;190570;;;;;;;;;;;;;;;
2020-04-09 16:11;Piso 21;Dulcecitos (feat. Zion & Lennox);199143;;;;;;;;;;;;;;;
2020-04-09 16:14;Bad Bunny;La Difícil;163084;;;;;;;;;;;;;;;
2020-04-09 17:47;Queen;I Want It All - Single Version;154952;;;;;;;;;;;;;;;
2020-04-09 17:50;Bad Bunny;Yo Perreo Sola;171952;;;;;;;;;;;;;;;
2020-04-09 17:53;J Balvin;Amarillo;157696;;;;;;;;;;;;;;;
2020-04-09 17:56;Rauw Alejandro;Tattoo;202883;;;;;;;;;;;;;;;
2020-04-09 17:58;KAROL G;Follow;132448;;;;;;;;;;;;;;;
2020-04-09 18:00;Myke Towers;Diosa;83692;;;;;;;;;;;;;;;
2020-04-09 18:00;Dalex;Matemáticas;50687;;;;;;;;;;;;;;;
2020-04-09 18:03;Reik;Si Me Dices Que Sí;211652;;;;;;;;;;;;;;;
2020-04-09 18:05;Abraham Mateo;No Encuentro Palabras;106948;;;;;;;;;;;;;;;
2020-04-09 18:09;Dalex;Hola - Remix;249437;;;;;;;;;;;;;;;
2020-04-09 18:10;Cali Y El Dandee;Borracho De Amor;62201;;;;;;;;;;;;;;;
2020-04-09 18:14;Sofia Reyes;IDIOTA;204948;;;;;;;;;;;;;;;
2020-04-09 18:17;TINI;Recuerdo;199937;;;;;;;;;;;;;;;
2020-04-09 18:21;Surfaces;Sunday Best;624;;;;;;;;;;;;;;;
2020-04-09 18:21;Surfaces;Sunday Best;1202;;;;;;;;;;;;;;;
2020-04-09 18:21;Ovy On The Drums;Sigo Buscandote;133945;;;;;;;;;;;;;;;
2020-04-09 18:24;Surfaces;Sunday Best;158569;;;;;;;;;;;;;;;
